station,date,rainfall_mm,relative_humidity_percent,wind_ms,wet_bulb_c,evaporation_mm,cloud_cover_oktas,pressure_hpa,year,month_num
KUCHING,2021-06-16,5.8,80.2,1.1,25.4,2.5,7.0,1010.3958333333334,2021,6
KUCHING,2021-06-17,15.2,88.2,1.6,24.3,2.3,7.1,1011.8125,2021,6
KUCHING,2021-06-18,1.4,79.3,1.6,23.8,4.0,7.0,1011.9166666666666,2021,6
KUCHING,2021-06-19,4.4,85.6,1.4,24.3,3.3,7.0,1011.45,2021,6
KUCHING,2021-06-20,2.2,84.7,1.9,24.1,3.0,7.0,1011.2791666666668,2021,6
KUCHING,2021-06-21,1.0,82.9,1.3,24.3,2.9,7.0,1010.6333333333332,2021,6
KUCHING,2021-06-22,0.0,77.9,1.3,24.8,3.6,7.0,1010.5333333333332,2021,6
KUCHING,2021-06-23,0.0,80.4,1.4,24.8,4.0,7.0,1010.8,2021,6
KUCHING,2021-06-24,0.2,87.6,1.4,24.2,2.1,6.8,1011.325,2021,6
KUCHING,2021-06-25,19.8,81.6,1.3,24.4,5.1,6.9,1010.0625,2021,6
KUCHING,2021-06-26,27.0,79.1,1.7,24.9,4.4,7.0,1009.95,2021,6
KUCHING,2021-06-27,16.8,85.2,2.2,24.1,2.9,7.2,1011.2208333333332,2021,6
KUCHING,2021-06-28,2.2,83.1,1.6,24.1,3.0,7.0,1010.6916666666668,2021,6
KUCHING,2021-06-29,0.6,86.4,1.4,24.3,1.2,7.0,1010.6166666666668,2021,6
KUCHING,2021-06-30,14.4,83.3,1.2,24.4,4.6,7.0,1010.4833333333332,2021,6
KUCHING,2021-07-01,38.8,88.0,1.5,24.0,5.5,7.0,1011.0208333333334,2021,7
KUCHING,2021-07-02,0.0,83.5,1.4,24.0,3.7,7.0,1009.95,2021,7
KUCHING,2021-07-03,0.0,80.4,1.4,24.2,2.6,6.9,1009.275,2021,7
KUCHING,2021-07-04,0.0,73.7,1.5,24.1,5.3,7.0,1008.7958333333332,2021,7
KUCHING,2021-07-05,5.8,81.4,1.9,24.3,4.6,6.8,1007.9458333333332,2021,7
KUCHING,2021-07-06,0.0,75.6,2.0,24.4,4.3,6.9,1007.6083333333332,2021,7
KUCHING,2021-07-07,5.6,82.1,1.2,24.4,3.4,6.9,1008.8166666666668,2021,7
KUCHING,2021-07-08,0.0,78.0,1.3,24.5,4.1,7.0,1009.35,2021,7
KUCHING,2021-07-09,0.0,72.5,1.9,24.4,4.0,6.9,1008.3166666666668,2021,7
KUCHING,2021-07-10,0.0,78.0,1.9,25.2,4.3,7.0,1007.6541666666668,2021,7
KUCHING,2021-07-11,0.0,85.0,1.8,25.0,2.9,7.0,1008.9083333333332,2021,7
KUCHING,2021-07-12,145.2,88.0,1.8,24.4,3.3,7.0,1009.2333333333332,2021,7
KUCHING,2021-07-13,77.2,88.1,2.2,24.5,3.3,7.1,1008.4708333333332,2021,7
KUCHING,2021-07-14,1.4,90.4,2.6,23.5,1.6,7.1,1009.5125,2021,7
KUCHING,2021-07-15,0.0,81.5,1.9,23.5,2.2,7.0,1009.4916666666668,2021,7
KUCHING,2021-07-16,27.0,86.0,1.3,24.4,4.4,7.0,1010.4916666666668,2021,7
KUCHING,2021-07-17,0.0,79.0,1.2,24.7,3.2,7.0,1009.3291666666668,2021,7
KUCHING,2021-07-18,0.0,77.7,1.5,25.6,5.4,7.0,1008.075,2021,7
KUCHING,2021-07-19,18.2,81.5,1.7,25.8,5.9,7.0,1008.85,2021,7
KUCHING,2021-07-20,0.0,79.9,1.7,25.0,3.3,7.0,1010.5125,2021,7
KUCHING,2021-07-21,42.0,83.3,1.7,24.6,6.3,7.0,1010.475,2021,7
KUCHING,2021-07-22,0.0,79.0,1.6,24.9,4.9,7.0,1009.4541666666668,2021,7
KUCHING,2021-07-23,5.2,80.7,1.5,25.1,3.6,7.0,1008.8541666666666,2021,7
KUCHING,2021-07-24,0.0,77.1,1.7,25.3,4.0,7.0,1009.4708333333332,2021,7
KUCHING,2021-07-25,53.8,84.0,1.5,25.3,6.1,7.0,1009.4208333333332,2021,7
KUCHING,2021-07-26,0.0,79.0,1.3,25.3,4.3,7.0,1008.9,2021,7
KUCHING,2021-07-27,18.6,80.8,1.6,24.9,4.0,7.0,1008.9,2021,7
KUCHING,2021-07-28,0.4,80.7,1.6,24.3,3.8,7.0,1009.0,2021,7
KUCHING,2021-07-29,11.8,81.0,1.9,24.7,4.5,7.1,1009.6708333333332,2021,7
KUCHING,2021-07-30,16.8,86.8,1.5,24.5,5.4,7.0,1010.5416666666666,2021,7
KUCHING,2021-07-31,0.0,77.5,1.2,25.5,4.4,7.0,1010.5208333333334,2021,7
KUCHING,2021-08-01,1.6,83.5,1.5,25.1,3.0,7.0,1009.5708333333332,2021,8
KUCHING,2021-08-02,1.0,87.9,1.9,24.0,2.7,7.0,1010.4125,2021,8
KUCHING,2021-08-03,0.0,80.2,1.8,25.2,4.4,7.0,1010.6375,2021,8
KUCHING,2021-08-04,27.4,84.8,1.7,25.1,5.3,7.0,1011.0916666666668,2021,8
KUCHING,2021-08-05,3.2,82.1,1.4,25.2,4.3,7.0,1011.375,2021,8
KUCHING,2021-08-06,0.0,79.6,1.2,25.9,5.7,7.0,1010.6125,2021,8
KUCHING,2021-08-07,28.2,80.9,1.7,25.9,5.8,7.0,1010.6375,2021,8
KUCHING,2021-08-08,6.4,90.3,1.5,24.3,1.4,7.0,1011.5333333333332,2021,8
KUCHING,2021-08-09,0.0,77.3,1.5,24.5,4.3,7.0,1009.8208333333332,2021,8
KUCHING,2021-08-10,9.0,80.5,1.9,24.9,4.9,6.7,1009.4,2021,8
KUCHING,2021-08-11,26.0,83.1,2.0,25.1,5.7,7.0,1009.8708333333332,2021,8
KUCHING,2021-08-12,28.0,95.5,1.2,24.2,1.8,7.2,1011.9333333333332,2021,8
KUCHING,2021-08-13,1.2,89.0,1.2,24.2,1.5,7.0,1010.7416666666668,2021,8
KUCHING,2021-08-14,3.2,87.1,1.4,24.5,2.7,7.0,1009.3958333333334,2021,8
KUCHING,2021-08-15,26.0,90.6,1.2,24.2,1.6,7.0,1010.2541666666668,2021,8
KUCHING,2021-08-16,3.8,89.5,1.4,24.8,2.0,7.0,1011.6791666666668,2021,8
KUCHING,2021-08-17,51.6,91.0,1.2,24.1,1.7,7.0,1011.0208333333334,2021,8
KUCHING,2021-08-18,0.8,90.9,1.6,23.9,1.2,7.0,1010.2458333333332,2021,8
KUCHING,2021-08-19,9.6,85.7,1.7,23.5,0.6,7.0,1009.4958333333332,2021,8
KUCHING,2021-08-20,0.0,86.7,1.0,24.1,3.3,7.1,1010.6625,2021,8
KUCHING,2021-08-21,19.8,90.8,1.6,23.9,3.4,7.0,1010.8541666666666,2021,8
KUCHING,2021-08-22,3.2,81.5,2.2,23.8,2.8,7.0,1010.8166666666668,2021,8
KUCHING,2021-08-23,17.0,86.6,1.7,23.6,3.2,7.0,1010.3166666666668,2021,8
KUCHING,2021-08-24,28.4,86.2,1.8,23.4,5.3,7.0,1010.1125,2021,8
KUCHING,2021-08-25,47.2,86.7,2.1,23.6,5.6,7.1,1009.8208333333332,2021,8
KUCHING,2021-08-26,3.2,86.3,1.4,23.8,2.5,7.0,1009.5666666666668,2021,8
KUCHING,2021-08-27,0.0,77.6,1.6,24.3,3.6,7.0,1008.775,2021,8
KUCHING,2021-08-28,0.2,85.0,1.5,24.4,2.8,7.0,1008.4833333333332,2021,8
KUCHING,2021-08-29,0.0,79.2,1.9,24.3,5.7,7.0,1008.4208333333332,2021,8
KUCHING,2021-08-30,0.0,84.6,1.7,24.5,3.1,7.0,1009.5833333333334,2021,8
KUCHING,2021-08-31,1.4,83.5,1.4,24.6,2.7,7.0,1009.9,2021,8
KUCHING,2021-09-01,0.4,83.3,1.7,24.6,2.2,7.0,1010.1041666666666,2021,9
KUCHING,2021-09-02,12.6,92.2,2.0,23.0,1.4,7.0,1011.1625,2021,9
KUCHING,2021-09-03,2.6,89.2,1.1,24.2,1.5,7.0,1010.0666666666668,2021,9
KUCHING,2021-09-04,5.6,84.0,1.4,24.0,2.6,7.0,1010.2583333333332,2021,9
KUCHING,2021-09-05,0.0,79.0,1.7,24.5,4.3,7.0,1009.775,2021,9
KUCHING,2021-09-06,4.0,74.6,2.1,24.1,5.3,6.9,1010.425,2021,9
KUCHING,2021-09-07,2.0,86.6,1.4,24.3,3.1,7.0,1010.2791666666668,2021,9
KUCHING,2021-09-08,23.6,90.1,1.6,23.9,3.3,7.0,1010.3083333333332,2021,9
KUCHING,2021-09-09,0.0,78.6,1.2,24.5,3.4,7.0,1009.6208333333332,2021,9
KUCHING,2021-09-10,22.8,86.2,1.6,24.7,5.0,7.0,1010.075,2021,9
KUCHING,2021-09-11,2.6,80.1,1.7,24.9,5.4,7.0,1009.375,2021,9
KUCHING,2021-09-12,2.0,84.7,1.7,24.9,1.8,7.0,1008.3333333333334,2021,9
KUCHING,2021-09-13,16.6,81.9,2.1,24.2,5.0,7.0,1009.1666666666666,2021,9
KUCHING,2021-09-14,5.2,85.6,1.9,23.6,1.6,7.1,1011.95,2021,9
KUCHING,2021-09-15,0.0,85.7,1.7,23.9,2.3,7.0,1012.2291666666666,2021,9
KUCHING,2021-09-16,0.0,75.2,1.6,24.1,4.4,7.0,1010.25,2021,9
KUCHING,2021-09-17,0.0,81.3,1.7,24.3,3.3,7.0,1009.2333333333332,2021,9
KUCHING,2021-09-18,4.8,90.0,1.3,24.2,2.5,7.0,1009.7458333333332,2021,9
KUCHING,2021-09-19,8.2,87.2,1.3,24.6,3.2,7.0,1009.9791666666666,2021,9
KUCHING,2021-09-20,57.8,90.5,1.9,24.5,3.6,7.0,1009.9416666666668,2021,9
KUCHING,2021-09-21,2.6,83.5,1.6,24.3,3.9,7.0,1009.675,2021,9
KUCHING,2021-09-22,0.0,75.6,1.5,24.4,4.1,7.0,1009.1208333333332,2021,9
KUCHING,2021-09-23,2.6,84.1,1.5,25.3,3.9,7.0,1009.8375,2021,9
KUCHING,2021-09-24,0.0,79.1,1.6,25.1,4.0,7.0,1009.8541666666666,2021,9
KUCHING,2021-09-25,0.0,77.5,1.6,24.9,4.6,7.0,1008.6875,2021,9
KUCHING,2021-09-26,9.2,83.1,1.2,25.0,4.4,7.0,1008.0166666666668,2021,9
KUCHING,2021-09-27,2.6,91.1,1.5,24.7,1.0,7.0,1008.4458333333332,2021,9
KUCHING,2021-09-28,18.4,86.2,1.5,24.9,4.3,7.0,1008.35,2021,9
KUCHING,2021-09-29,1.2,93.4,1.2,24.9,0.4,7.1,1008.8166666666668,2021,9
KUCHING,2021-09-30,5.8,82.0,1.8,24.8,5.1,7.0,1009.1416666666668,2021,9
KUCHING,2021-10-01,9.4,91.8,1.9,23.9,2.4,7.0,1010.5083333333332,2021,10
KUCHING,2021-10-02,0.0,82.3,2.2,23.8,2.4,7.0,1010.6,2021,10
KUCHING,2021-10-03,0.0,80.9,1.5,24.4,3.6,7.0,1009.3958333333334,2021,10
KUCHING,2021-10-04,3.8,74.7,1.9,24.4,4.7,7.0,1007.9916666666668,2021,10
KUCHING,2021-10-05,12.6,84.7,1.4,25.1,5.7,7.0,1007.175,2021,10
KUCHING,2021-10-06,2.4,85.0,1.3,25.1,3.1,7.0,1007.1541666666668,2021,10
KUCHING,2021-10-07,0.0,80.1,2.0,25.5,5.0,7.0,1007.2791666666668,2021,10
KUCHING,2021-10-08,0.0,76.6,1.7,25.3,5.8,7.0,1008.1208333333332,2021,10
KUCHING,2021-10-09,0.0,73.7,1.5,25.6,5.0,6.7,1008.0833333333334,2021,10
KUCHING,2021-10-10,0.0,76.8,1.9,25.6,4.4,7.0,1007.9208333333332,2021,10
KUCHING,2021-10-11,25.4,82.1,1.8,24.7,5.2,7.0,1007.3208333333332,2021,10
KUCHING,2021-10-12,0.0,80.8,1.5,25.6,2.1,7.0,1006.7,2021,10
KUCHING,2021-10-13,0.0,74.6,1.8,26.0,7.1,7.0,1006.4333333333332,2021,10
KUCHING,2021-10-14,0.0,82.2,1.5,25.5,3.9,7.0,1007.2666666666668,2021,10
KUCHING,2021-10-15,7.2,84.7,1.4,25.1,3.7,7.0,1007.1625,2021,10
KUCHING,2021-10-16,38.8,87.5,1.8,25.0,7.4,7.0,1007.8833333333332,2021,10
KUCHING,2021-10-17,7.2,88.3,1.4,24.7,1.7,6.9,1009.7041666666668,2021,10
KUCHING,2021-10-18,0.0,80.7,1.6,24.8,2.6,7.0,1010.9041666666668,2021,10
KUCHING,2021-10-19,13.6,88.7,1.6,24.5,4.2,7.0,1012.8458333333332,2021,10
KUCHING,2021-10-20,0.0,85.0,1.5,24.3,2.3,7.2,1013.1125,2021,10
KUCHING,2021-10-21,3.2,83.5,1.9,24.9,5.1,7.0,1011.7583333333332,2021,10
KUCHING,2021-10-22,6.2,94.4,1.9,24.1,1.1,7.1,1012.7083333333334,2021,10
KUCHING,2021-10-23,3.6,88.2,1.3,24.2,2.9,7.0,1012.3833333333332,2021,10
KUCHING,2021-10-24,0.0,81.9,1.8,25.1,4.3,7.0,1010.7833333333332,2021,10
KUCHING,2021-10-25,65.0,83.5,2.1,25.1,5.2,7.0,1009.3416666666668,2021,10
KUCHING,2021-10-26,24.6,91.3,1.3,24.7,2.0,7.0,1009.7208333333332,2021,10
KUCHING,2021-10-27,18.0,80.8,1.8,25.0,2.9,7.0,1009.6541666666668,2021,10
KUCHING,2021-10-28,6.2,91.3,1.2,24.3,0.5,7.2,1011.1,2021,10
KUCHING,2021-10-29,1.2,81.8,1.6,24.9,2.8,7.0,1011.525,2021,10
KUCHING,2021-10-30,7.4,85.4,1.8,24.7,4.9,7.0,1011.6875,2021,10
KUCHING,2021-10-31,12.2,86.5,1.5,25.0,3.0,7.0,1010.9375,2021,10
KUCHING,2021-11-01,0.0,84.4,1.7,25.2,3.4,7.0,1010.7166666666668,2021,11
KUCHING,2021-11-02,5.6,83.9,1.6,24.8,3.8,7.1,1009.9625,2021,11
KUCHING,2021-11-03,2.8,84.9,1.9,25.0,4.3,7.0,1009.4166666666666,2021,11
KUCHING,2021-11-04,3.8,97.3,1.6,24.3,0.6,7.0,1010.1791666666668,2021,11
KUCHING,2021-11-05,2.8,89.2,1.1,24.8,4.3,7.0,1009.025,2021,11
KUCHING,2021-11-06,5.2,84.5,1.3,24.7,3.0,7.0,1007.0416666666666,2021,11
KUCHING,2021-11-07,6.8,94.0,1.3,24.4,0.9,7.2,1007.9458333333332,2021,11
KUCHING,2021-11-08,23.0,81.1,1.4,24.7,5.4,7.1,1008.2041666666668,2021,11
KUCHING,2021-11-09,9.2,82.6,1.8,24.7,4.6,7.0,1007.9958333333332,2021,11
KUCHING,2021-11-10,59.0,87.3,1.8,24.8,6.2,7.1,1008.7125,2021,11
KUCHING,2021-11-11,5.2,87.0,2.0,24.1,4.3,7.0,1009.3,2021,11
KUCHING,2021-11-12,15.8,83.7,1.8,24.4,4.9,7.0,1009.6041666666666,2021,11
KUCHING,2021-11-13,1.0,88.2,1.3,24.4,1.5,7.0,1010.4833333333332,2021,11
KUCHING,2021-11-14,5.2,88.9,1.2,24.6,2.9,7.0,1010.0625,2021,11
KUCHING,2021-11-15,0.0,81.8,1.5,24.3,5.7,7.0,1009.3666666666668,2021,11
KUCHING,2021-11-16,17.4,83.5,1.6,24.1,5.1,7.0,1008.7583333333332,2021,11
KUCHING,2021-11-17,32.4,86.5,1.7,23.9,7.6,7.0,1009.1291666666668,2021,11
KUCHING,2021-11-18,0.8,84.3,1.7,24.4,3.5,7.0,1008.0208333333334,2021,11
KUCHING,2021-11-19,11.8,89.3,2.1,24.2,2.2,7.0,1007.6791666666668,2021,11
KUCHING,2021-11-20,51.4,85.7,1.4,24.3,5.2,7.0,1007.5125,2021,11
KUCHING,2021-11-21,4.4,83.1,1.3,24.9,1.9,7.0,1008.25,2021,11
KUCHING,2021-11-22,2.0,87.3,1.5,25.0,5.4,7.0,1008.6666666666666,2021,11
KUCHING,2021-11-23,15.6,92.0,1.4,24.3,0.9,7.0,1009.0875,2021,11
KUCHING,2021-11-24,2.8,85.5,1.5,24.5,2.7,7.0,1009.1916666666668,2021,11
KUCHING,2021-11-25,0.6,87.1,1.2,24.8,2.5,7.0,1008.9791666666666,2021,11
KUCHING,2021-11-26,9.2,89.2,1.8,24.4,2.7,7.0,1009.0458333333332,2021,11
KUCHING,2021-11-27,14.2,87.0,1.7,24.4,3.5,7.0,1009.0958333333332,2021,11
KUCHING,2021-11-28,11.8,91.3,1.3,23.8,2.5,7.0,1009.3208333333332,2021,11
KUCHING,2021-11-29,36.2,83.3,1.8,24.4,6.4,7.0,1008.7541666666668,2021,11
KUCHING,2021-11-30,0.0,76.7,1.7,24.3,4.5,7.2,1008.9416666666668,2021,11
KUCHING,2021-12-01,8.2,85.2,1.3,24.8,2.1,7.0,1009.825,2021,12
KUCHING,2021-12-02,0.0,81.6,1.4,24.5,2.8,7.0,1009.9791666666666,2021,12
KUCHING,2021-12-03,0.0,76.6,2.8,24.7,3.3,7.0,1010.9916666666668,2021,12
KUCHING,2021-12-04,47.6,86.4,2.1,24.8,1.2,7.0,1010.9833333333332,2021,12
KUCHING,2021-12-05,52.4,93.0,1.5,24.5,1.7,7.0,1010.2375,2021,12
KUCHING,2021-12-06,6.6,92.8,1.2,24.3,1.6,7.3,1010.55,2021,12
KUCHING,2021-12-07,3.4,85.1,1.9,24.9,0.7,7.0,1010.0791666666668,2021,12
KUCHING,2021-12-08,29.0,93.9,0.9,24.9,1.8,7.0,1010.6291666666668,2021,12
KUCHING,2021-12-09,2.4,87.3,2.0,24.8,0.2,7.0,1010.4083333333332,2021,12
KUCHING,2021-12-10,9.0,92.2,1.5,24.5,2.2,7.0,1010.3875,2021,12
KUCHING,2021-12-11,5.4,87.8,1.6,24.3,3.1,7.0,1010.7291666666666,2021,12
KUCHING,2021-12-12,3.2,88.8,1.9,24.5,2.1,7.0,1010.0041666666668,2021,12
KUCHING,2021-12-13,3.6,89.4,1.6,24.3,2.2,7.0,1008.4333333333332,2021,12
KUCHING,2021-12-14,3.6,87.8,1.8,24.8,2.1,7.0,1007.5333333333332,2021,12
KUCHING,2021-12-15,3.0,86.8,1.5,25.1,1.1,7.0,1007.7333333333332,2021,12
KUCHING,2021-12-16,7.2,89.1,1.2,24.9,4.7,7.0,1008.7083333333334,2021,12
KUCHING,2021-12-17,1.8,89.0,1.4,24.7,1.2,7.0,1009.175,2021,12
KUCHING,2021-12-18,33.4,93.9,1.3,24.2,2.2,7.2,1009.8208333333332,2021,12
KUCHING,2021-12-19,12.0,92.3,1.3,23.9,2.6,7.0,1011.0333333333332,2021,12
KUCHING,2021-12-20,3.2,86.9,1.1,24.2,2.4,7.0,1011.8083333333332,2021,12
KUCHING,2021-12-21,0.0,82.6,1.4,25.0,3.3,6.9,1011.6375,2021,12
KUCHING,2021-12-22,18.4,79.0,2.0,25.4,4.8,6.9,1010.7875,2021,12
KUCHING,2021-12-23,6.5,82.1,1.9,24.0,1.6,7.0,1010.825,2021,12
KUCHING,2021-12-24,1.8,83.8,1.5,24.4,2.3,7.0,1010.2,2021,12
KUCHING,2021-12-25,0.0,85.8,1.3,24.9,1.4,7.0,1010.5541666666668,2021,12
KUCHING,2021-12-26,5.4,84.5,1.6,25.1,3.2,7.0,1010.9958333333332,2021,12
KUCHING,2021-12-27,0.0,85.6,1.4,24.8,3.0,7.0,1012.0208333333334,2021,12
KUCHING,2021-12-28,0.0,80.4,2.0,24.7,3.8,7.0,1010.9625,2021,12
KUCHING,2021-12-29,11.6,82.5,1.2,25.1,1.6,7.0,1010.2625,2021,12
KUCHING,2021-12-30,9.4,84.7,1.6,24.8,2.4,7.1,1010.6125,2021,12
KUCHING,2021-12-31,0.0,84.7,1.4,24.6,0.2,7.1,1010.9458333333332,2021,12
KUCHING,2022-01-01,33.2,85.9,1.3,24.3,3.6,7.0,1010.8833333333332,2022,1
KUCHING,2022-01-02,67.8,88.7,1.3,23.9,3.3,7.0,1010.6,2022,1
KUCHING,2022-01-03,46.2,89.8,1.2,24.2,2.9,7.1,1010.3916666666668,2022,1
KUCHING,2022-01-04,6.6,89.1,1.2,24.4,4.9,7.0,1010.7875,2022,1
KUCHING,2022-01-05,48.2,91.8,1.5,23.7,2.0,7.0,1010.5708333333332,2022,1
KUCHING,2022-01-06,9.4,88.3,1.1,23.9,3.4,7.0,1011.1416666666668,2022,1
KUCHING,2022-01-07,13.2,91.0,1.3,24.2,5.1,7.0,1011.6875,2022,1
KUCHING,2022-01-08,0.0,84.1,1.4,24.4,5.6,7.0,1011.1625,2022,1
KUCHING,2022-01-09,86.4,89.1,1.4,24.9,3.3,7.0,1010.1958333333332,2022,1
KUCHING,2022-01-10,17.8,85.2,1.9,25.2,2.5,7.1,1010.0958333333332,2022,1
KUCHING,2022-01-11,67.8,93.7,1.7,24.0,3.3,7.5,1011.4,2022,1
KUCHING,2022-01-12,35.0,93.1,1.6,23.5,2.9,7.2,1012.0416666666666,2022,1
KUCHING,2022-01-13,42.2,94.9,1.8,23.6,2.3,7.1,1011.8625,2022,1
KUCHING,2022-01-14,5.6,90.6,1.5,23.9,2.1,7.2,1011.8083333333332,2022,1
KUCHING,2022-01-15,15.4,92.3,1.3,24.5,2.4,7.0,1011.3625,2022,1
KUCHING,2022-01-16,9.4,89.5,1.3,24.5,2.3,7.0,1011.1791666666668,2022,1
KUCHING,2022-01-17,49.4,90.6,1.6,24.4,2.3,7.0,1010.6791666666668,2022,1
KUCHING,2022-01-18,0.8,87.2,2.1,24.1,2.6,7.2,1010.425,2022,1
KUCHING,2022-01-19,63.0,85.9,1.8,24.3,4.3,7.0,1009.0916666666668,2022,1
KUCHING,2022-01-20,32.8,95.7,1.4,23.6,2.9,7.2,1010.0583333333332,2022,1
KUCHING,2022-01-21,0.0,84.7,1.6,24.1,2.8,7.0,1010.2458333333332,2022,1
KUCHING,2022-01-22,0.0,81.7,1.5,24.5,4.3,7.0,1009.3625,2022,1
KUCHING,2022-01-23,4.8,82.8,2.2,24.7,3.1,7.0,1008.9916666666668,2022,1
KUCHING,2022-01-24,116.8,87.3,2.0,24.8,3.3,7.0,1009.0125,2022,1
KUCHING,2022-01-25,6.6,94.6,1.3,24.2,3.6,7.0,1009.5041666666668,2022,1
KUCHING,2022-01-26,15.2,90.0,1.4,24.5,1.0,7.0,1009.5916666666668,2022,1
KUCHING,2022-01-27,0.0,87.7,1.3,24.5,2.9,7.0,1009.825,2022,1
KUCHING,2022-01-28,0.0,83.5,1.4,24.7,2.2,7.0,1010.4833333333332,2022,1
KUCHING,2022-01-29,0.0,83.6,1.2,24.8,2.2,7.0,1010.1625,2022,1
KUCHING,2022-01-30,0.0,82.7,1.4,24.8,1.0,7.0,1010.0291666666668,2022,1
KUCHING,2022-01-31,0.0,81.4,1.6,23.9,5.7,7.0,1009.8458333333332,2022,1
KUCHING,2022-02-01,14.4,77.9,2.1,24.4,5.5,7.0,1009.2583333333332,2022,2
KUCHING,2022-02-02,0.0,84.3,1.7,24.8,2.7,7.0,1010.2875,2022,2
KUCHING,2022-02-03,3.0,80.4,1.9,24.7,1.7,7.0,1009.675,2022,2
KUCHING,2022-02-04,8.4,84.5,1.8,24.4,1.9,7.0,1009.175,2022,2
KUCHING,2022-02-05,4.6,83.7,1.7,24.8,3.5,7.0,1008.7583333333332,2022,2
KUCHING,2022-02-06,16.6,86.2,1.3,24.5,3.5,7.0,1008.7958333333332,2022,2
KUCHING,2022-02-07,6.0,86.4,1.7,24.5,4.1,7.0,1009.4166666666666,2022,2
KUCHING,2022-02-08,5.0,85.4,1.5,24.5,2.4,7.0,1009.6583333333332,2022,2
KUCHING,2022-02-09,26.4,84.3,2.0,24.5,3.0,7.1,1009.4875,2022,2
KUCHING,2022-02-10,44.4,87.1,1.9,24.1,2.0,7.2,1008.925,2022,2
KUCHING,2022-02-11,2.0,90.2,1.3,23.6,0.4,7.0,1008.9583333333334,2022,2
KUCHING,2022-02-12,54.4,90.1,1.4,24.1,3.4,7.1,1008.0541666666668,2022,2
KUCHING,2022-02-13,8.4,84.5,1.3,24.7,1.8,7.0,1007.0333333333332,2022,2
KUCHING,2022-02-14,34.2,89.1,1.8,24.5,2.8,7.2,1007.7541666666668,2022,2
KUCHING,2022-02-15,4.6,87.2,1.6,23.8,2.5,7.0,1009.025,2022,2
KUCHING,2022-02-16,0.0,83.1,1.7,23.9,2.5,7.0,1007.8375,2022,2
KUCHING,2022-02-17,4.6,80.0,2.0,24.2,3.7,7.0,1007.6458333333334,2022,2
KUCHING,2022-02-18,0.0,76.8,1.6,24.4,3.9,7.0,1008.9,2022,2
KUCHING,2022-02-19,0.6,82.6,1.6,24.8,3.2,7.0,1009.8416666666668,2022,2
KUCHING,2022-02-20,0.0,82.5,1.4,25.0,1.3,7.0,1009.9125,2022,2
KUCHING,2022-02-21,1.0,80.0,1.6,24.8,2.8,7.0,1010.1791666666668,2022,2
KUCHING,2022-02-22,14.2,87.5,1.1,24.3,1.8,7.0,1010.375,2022,2
KUCHING,2022-02-23,23.2,89.7,1.5,24.0,3.1,7.0,1010.825,2022,2
KUCHING,2022-02-24,20.0,88.9,1.8,23.8,2.3,7.2,1011.1166666666668,2022,2
KUCHING,2022-02-25,13.6,82.4,1.4,24.0,3.2,7.0,1011.3083333333332,2022,2
KUCHING,2022-02-26,4.6,80.2,1.8,24.4,5.1,7.0,1010.975,2022,2
KUCHING,2022-02-27,0.0,79.8,2.3,25.1,4.3,7.0,1010.9,2022,2
KUCHING,2022-02-28,0.0,82.1,1.9,25.2,0.3,7.0,1010.4625,2022,2
KUCHING,2022-03-01,16.0,87.5,1.5,24.8,5.7,7.0,1010.125,2022,3
KUCHING,2022-03-02,11.8,86.9,1.4,24.8,2.2,7.0,1010.0625,2022,3
KUCHING,2022-03-03,0.0,81.3,1.6,24.9,2.2,6.9,1009.2125,2022,3
KUCHING,2022-03-04,10.0,85.7,1.7,24.5,5.0,7.0,1009.275,2022,3
KUCHING,2022-03-05,31.8,86.3,1.4,24.0,3.2,7.0,1009.3125,2022,3
KUCHING,2022-03-06,46.2,88.1,1.8,23.8,3.4,7.0,1009.5,2022,3
KUCHING,2022-03-07,3.6,87.1,1.2,24.3,0.9,7.0,1010.1166666666668,2022,3
KUCHING,2022-03-08,5.6,86.3,1.3,24.0,4.1,7.0,1009.1416666666668,2022,3
KUCHING,2022-03-09,0.8,83.6,1.6,24.3,3.3,7.0,1008.9375,2022,3
KUCHING,2022-03-10,0.0,78.6,1.8,24.5,4.5,7.0,1008.275,2022,3
KUCHING,2022-03-11,0.0,79.6,2.1,24.7,4.0,7.0,1007.0208333333334,2022,3
KUCHING,2022-03-12,0.0,80.1,1.3,24.5,2.4,7.0,1007.1958333333332,2022,3
KUCHING,2022-03-13,1.0,77.0,1.3,24.7,4.5,6.9,1007.3375,2022,3
KUCHING,2022-03-14,12.0,84.7,1.8,25.2,3.4,7.0,1007.675,2022,3
KUCHING,2022-03-15,11.4,92.1,1.1,24.1,0.8,7.1,1008.0916666666668,2022,3
KUCHING,2022-03-16,0.0,82.3,1.2,24.4,2.6,7.0,1007.6958333333332,2022,3
KUCHING,2022-03-17,0.0,79.5,1.8,24.6,3.5,7.0,1007.2791666666668,2022,3
KUCHING,2022-03-18,5.6,92.7,1.1,24.4,3.1,7.0,1007.9458333333332,2022,3
KUCHING,2022-03-19,14.2,88.4,1.4,24.1,2.8,7.0,1007.7833333333332,2022,3
KUCHING,2022-03-20,28.6,84.5,1.5,24.2,5.9,7.0,1008.7875,2022,3
KUCHING,2022-03-21,44.4,86.5,1.4,24.1,4.8,7.0,1010.2166666666668,2022,3
KUCHING,2022-03-22,0.0,83.8,1.4,23.9,4.1,7.0,1011.1083333333332,2022,3
